Time,soc_R00229,soc_R00230,soc_R00231,soc_R00232,soc_R00233,soc_R00234,soc_R00235,soc_R00236,soc_R00237,soc_R00238,soc_R00239,soc_R00240
2024-01-01 12:30:00,607.7171273145502,607.9988301331325,607.9054677620543,607.9739923789176,608.0,588.6256453009232,590.6921699329464,600.7575778914218,607.9652830532168,560.4580170888713,601.2321525960789,608.0
2024-01-01 13:00:00,607.7171272842027,607.9999847454978,607.9987460207958,607.9739923789176,608.0,588.6256453021339,590.6921699334004,608.0,608.0,599.6168503801189,608.0,608.0
2024-01-01 13:30:00,607.7171272538551,607.9999847341174,607.9987476058405,608.0,608.0,607.8738361032797,607.9781237035975,608.0,608.0,608.0,608.0,608.0
2024-01-01 14:00:00,607.9936406318324,607.9999998013345,607.9987488075628,608.0,608.0,607.8738361032877,607.9781237035988,608.0,608.0,608.0,608.0,608.0
2024-01-01 14:30:00,607.999861212097,607.9999999974107,607.999983704748,608.0,542.7799466451227,607.998316735907,607.978123703599,608.0,608.0,608.0,608.0,538.9137364118175
2024-01-01 15:00:00,607.9998611817316,607.9999999848566,607.9999999848566,607.9999999848566,572.3013841396171,607.9999780507778,607.9997136676058,542.7799466449678,542.7799466451341,608.0,547.4631637588616,589.7124160033718
2024-01-01 15:30:00,607.9998611513663,538.913736396096,538.9137363960764,538.9137363960764,606.3049028474749,608.0,538.9134391376372,593.4514189480562,593.4514189192913,543.0119063850309,597.9784406464183,607.9313508552316
2024-01-01 16:00:00,571.3752380575587,587.0539107793707,587.0539107543729,587.0539107543729,541.0229777786315,542.7799470832717,583.3678501560529,607.3014899596449,607.3014899475808,591.0253760590406,532.3993728566762,607.9990936761267
2024-01-01 16:30:00,514.2750714523801,606.6764423878212,606.6764424533792,521.1019085866433,589.0981509428588,573.289508704298,606.2294035594474,607.3014899613462,607.3014899613462,607.992931810544,535.3522522709004,608.0
2024-01-01 17:00:00,475.8724856766028,607.9784972990986,607.9784973114906,568.198071410396,523.2144850518077,604.6861200456628,607.9693170651764,607.9897104564993,607.9897104547341,607.9999077406964,556.4994807434972,542.7799466728676
2024-01-01 17:30:00,436.9491193174627,607.9997185769913,607.9997185771541,603.7292996223002,571.824321706551,539.3455457779548,607.9995977440706,542.7692799354234,542.769280115162,607.9999987898183,591.139626178882,584.6779114453547
2024-01-01 18:00:00,397.6017652400555,542.779654973921,542.7796549113882,607.9001777130621,604.4228994627354,559.3493133818297,542.7795296962194,590.7902979701141,590.7902981596349,542.7799453842597,607.0978030462082,606.395528950355
2024-01-01 18:30:00,327.71043612167705,552.2396613484829,590.8003503042428,607.9001777124504,604.422899462953,559.3493133819113,593.4510157739727,521.0725965732743,521.0725967340791,554.6627100846617,608.0,608.0
2024-01-01 19:00:00,287.567066982392,568.425908312986,590.8003503042421,538.8101051190191,608.0,559.3493133779023,523.827642095617,572.4377323660538,572.437732532435,603.1506567388869,538.9137364282691,608.0
2024-01-01 19:30:00,247.20630239375964,584.0963112816395,607.0657937068977,552.101628641477,607.9999999992514,567.8718560626423,526.8107237946833,572.4377323568973,601.8842842499646,537.7548454831896,587.0539107948345,542.7799465228809
2024-01-01 20:00:00,206.62567410671286,584.0963112816395,607.0657937054605,599.828061634833,542.7799466337525,602.9462051224295,526.8107237946833,572.4377323540424,601.884284248894,552.0517505843112,587.0539107997412,542.7799465228704
2024-01-01 20:30:00,206.62567410139158,606.3227622008958,541.8115834841486,606.6495485625221,552.2396684129882,607.8723270070649,530.1141208425829,572.4377323464834,607.8298530610832,599.7797811115067,521.1019089478673,542.7799465228704
2024-01-01 21:00:00,206.62567409607027,607.9713141364367,553.7559982872247,606.6495485625221,552.2396684163926,607.8723270083416,552.7332938514091,572.4377323464834,607.9977117454479,534.2640458093817,560.7589093150976,552.2396683982792
2024-01-01 21:30:00,206.625674090749,607.9996240649281,568.5472632209658,607.9779723829365,552.23966841236,607.9982961347916,600.1023813471908,604.5342935144816,542.7775743310041,466.7690228640206,602.1193857675825,552.2502355282684
2024-01-01 22:00:00,206.6256740854277,538.9133461286714,605.7593025075071,538.8908675939161,602.5932734854638,538.9119675334434,608.0,608.0,552.7766833093217,519.6477894320834,532.811660755995,601.7788653029033
2024-01-01 22:30:00,206.62567408010642,576.3449877114841,607.5029726864686,581.1776466233296,607.858811373229,471.53634089631555,608.0,608.0,552.7766833127771,571.0566963914788,461.323481750569,608.0
2024-01-01 23:00:00,206.62567407478514,576.3449877094887,607.5029726857204,581.177646623049,607.8588113731237,502.41990764651337,607.9999999965543,607.9999999965543,558.7759988027285,504.5926173920628,511.53956537755795,607.9999999939474
2024-01-01 23:30:00,206.62567406946383,605.2034016721193,607.9929213762367,581.1776466211614,607.9981111275172,544.0614207961884,542.7799466448237,542.7799466415622,601.648009893925,553.7269579287157,443.5032004200358,607.9999999999211
2024-01-02 00:00:00,206.62567406414254,607.944593002036,542.7726084939304,605.933883444694,542.7779884264728,584.8494487794173,590.8006329629557,590.8006329615797,607.8196669337937,486.7524826228342,494.1098707383146,542.7799466784851
2024-01-02 00:30:00,206.62567405882126,607.9992702842312,590.7935228849213,540.6384786380421,590.7987356336913,603.0301270487707,590.8006329725181,590.8006329725181,608.0,414.2086330391029,546.2662575375718,561.316623051785
2024-01-02 01:00:00,188.92507677746266,607.9999904864305,590.793522885998,572.4386350491071,590.7987356336913,608.0,590.8006329629894,590.8006329629894,607.9999999964267,451.6442589007949,546.2662575375718,561.3166230508433
2024-01-02 01:30:00,188.92507677328464,538.9137265351494,607.9826869957705,572.4386350553498,590.7987356336888,608.0,607.0658205565605,607.0658205565752,542.7799465678875,502.0763987179839,479.0858028898202,602.2487677035444
2024-01-02 02:00:00,188.92507676910662,587.0539011962327,607.9997735870423,572.4386350550476,590.79873563254,607.9999999995691,537.943978074286,537.943978074316,593.45141886593,429.8528851192963,531.6490792024455,608.0
2024-01-02 02:30:00,188.92507676492858,606.6764413762609,542.7797118399618,583.412637082994,607.0656400404529,542.7799465711342,573.848179671972,586.1138873467175,607.3014899523732,360.3690360897712,580.0096930822759,608.0
